ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChese, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,SaltNPepper,Scented, Salza
2669,     9,     7,     7,     8,     7,     9,     7,     5,     7,     4,     3,     7,     3,     4,     3,     4,     1,     3,     7,     3
2670,     3,     2,     3,     8,     2,     6,     7,     5,     0,    10,     7,     4,     6,     3,     6,     6,     9,     7,     6,     5
2671,     5,     4,     6,     9,     4,     6,     3,     4,     2,     9,     3,     6,     1,     5,     1,     7,     7,     3,     5,     2
2672,     6,     2,     9,     7,     5,     9,     7,     6,     1,     9,     3,     3,     5,     5,     5,     5,     6,     3,     4,     2
2673,     2,     1,     0,     8,     2,     8,     9,     3,     1,     8,    10,     6,     5,     2,     7,     6,     7,     6,     5,     6
2674,     2,     6,     5,     7,     1,     6,     7,     3,     9,     2,     1,     7,     5,     3,     4,     5,     7,     2,     0,     4
2675,     4,     8,     9,     7,     0,     7,     6,     3,     9,     2,     1,     4,     2,     0,     3,     8,     8,     6,     0,     3
2676,     1,     2,     1,     9,     4,     7,     7,     4,     1,     9,     6,     5,     9,     1,     5,     6,     8,     6,     5,     6
2677,     3,     6,     7,     5,     0,     8,     1,     5,     9,     2,     2,     7,     2,     2,     1,     7,     6,     7,     0,     1
2678,    10,     6,     8,     9,     6,     5,     8,     7,     3,     4,     3,     4,     4,     2,     1,     6,     1,     8,     4,     0
2679,     9,     8,     9,     8,     8,     8,    10,     3,     3,     2,     3,     5,     5,     3,     1,     5,     2,     2,     4,     4
2680,     5,     3,     7,     5,     3,     8,     6,     6,     4,     9,     2,     8,     3,     5,     6,     4,     6,     4,     5,     2
2681,     2,     2,     1,     7,     3,     7,     6,     7,     0,     7,     6,     6,     8,     3,     5,     6,     6,     6,     4,     2
2682,     9,     8,     8,     8,     7,     7,     7,     5,     5,     0,     2,     5,     2,     1,     2,     4,     1,     5,     7,     2
2683,    10,     8,     5,     8,    10,     5,    10,     6,     6,     0,     2,     4,     2,     1,     4,     4,     1,     1,     2,     3
2684,    10,     9,    10,     8,     8,     5,     7,     6,     7,     2,     2,     5,     2,     1,     4,     2,     1,     3,     6,     2
2685,     7,     6,     9,     6,     0,     3,     6,     5,     9,     2,     1,     6,     3,     2,     4,     3,     7,     4,     0,     2
2686,     5,     2,     7,     9,     4,     5,     5,     6,     7,     8,     2,     6,     3,     7,     2,     2,     7,     6,     7,     3
2687,     4,     1,     5,     7,     5,     8,     3,     5,     7,     9,     1,     4,     4,     6,     2,     5,     7,     7,     7,     7
2688,    10,     9,     6,    10,     7,     9,     8,     6,     3,     2,     2,     5,     6,     5,     1,     6,     1,     6,     5,     1
2689,     5,     7,     8,     7,     1,     8,     4,     8,     7,     3,     2,     7,     3,     4,     3,     6,     8,     3,     0,     1
2690,     8,    10,     7,     8,     8,     6,     8,     6,     6,     5,     2,     7,     4,     2,     2,     4,     0,     3,     4,     2
2691,     3,     5,     8,     5,     0,     6,     6,     5,     7,     2,     1,     3,     2,     3,     2,     4,     4,     3,     0,     5
2692,     2,     4,     3,     7,     2,     8,     8,     6,     0,     8,     8,     7,     6,     0,     3,     6,     8,     9,     7,     8
2693,     2,     2,     8,     7,     3,     8,     5,     3,     5,     7,     4,     7,     3,     3,     4,     7,     5,     4,     7,     4
2694,     7,     5,     7,     5,     0,     7,     6,     5,     9,     2,     3,     7,     2,     3,     4,     5,     7,     6,     0,     5
2695,     6,     8,     9,     8,     0,     9,     6,     7,     9,     1,     1,     5,     4,     2,     2,     3,     7,     3,     1,     2
2696,     2,     0,     3,    10,     0,     4,     7,     8,     0,     7,     8,     5,     3,     3,     6,     5,     9,     4,     5,     9
2697,     5,     6,    10,     2,     0,     8,     6,     3,     8,     1,     1,     7,     4,     3,     3,     4,     9,     6,     0,     2
2698,     8,     9,     6,     8,     8,     8,     7,     6,     5,     3,     3,     4,     1,     2,     2,     3,     1,     3,     3,     1
2699,     5,     5,     6,     6,     0,     5,     6,     5,     8,     3,     1,     6,     4,     1,     3,     7,     6,     3,     0,     4
2700,     8,     5,     6,     8,     4,     9,     9,     4,     5,     9,     2,     6,     5,     7,     6,     5,     6,     9,     4,     2
2701,     4,     3,     7,     7,     0,     6,     6,     3,     7,     3,     1,     5,     6,     1,     2,     6,     9,     5,     0,     5
2702,    10,     8,     6,     6,     8,     7,     8,     4,     7,     2,     3,     6,     4,     4,     3,     6,     0,     6,     6,     1
2703,     4,     2,     6,    10,     6,     5,     8,     6,     6,     5,     2,     7,     5,     5,     1,     4,     9,     4,     5,     3
2704,     2,     2,     2,     9,     4,     8,     8,     4,     2,     8,     6,     6,     7,     2,     4,     5,     9,     8,     6,     7
2705,    10,     8,     8,    10,     8,     8,     5,     5,     7,     3,     3,     8,     2,     1,     2,     7,     1,     4,     4,     1
2706,     1,     1,     1,     8,     1,     4,     8,     5,     2,     9,     9,     3,     5,     3,     6,     6,     9,     7,     6,     6
2707,     9,     7,     7,     9,     9,     7,     8,     7,     6,     1,     3,     5,     4,     3,     2,     3,     0,     2,     4,     3
2708,     7,     5,     8,     4,     1,     7,     5,     9,     8,     1,     0,     5,     2,     2,     2,     6,     9,     7,     0,     1
2709,     9,     8,     7,    10,     8,     7,     7,     6,     7,     0,     1,     5,     5,     2,     4,     8,     1,     6,     5,     4
2710,     8,     3,     7,     7,     2,     7,     5,     3,     5,     8,     2,     5,     5,     5,     3,     8,     4,     4,     2,     2
2711,     5,     3,     7,     8,     3,     5,     6,     3,     5,     7,     2,     6,     2,     3,     2,     6,     6,     5,     4,     4
2712,    10,     5,     8,     9,     8,     7,    10,     5,     5,     1,     2,     8,     2,     2,     1,     5,     0,     5,     5,     3
2713,     4,     2,     1,    10,     3,     9,     9,     7,     1,     9,     9,     6,     7,     4,     7,     4,    10,     1,     3,     5
2714,     8,     3,     5,     4,     4,     8,     7,     3,     6,    10,     2,     5,     5,     5,     4,     7,     8,     5,     7,     2
2715,     6,     5,     7,     4,     1,     8,     9,     5,     9,     2,     2,     6,     5,     3,     3,     7,    10,     4,     1,     3
2716,     5,     7,     8,     7,     0,     7,     3,     6,     9,     0,     1,     5,     4,     1,     5,     7,     8,     5,     0,     3
2717,     1,     0,     1,     8,     1,     3,     9,     5,     1,     9,    10,     6,     9,     3,     9,     1,     9,     4,     4,     8
2718,     6,     4,     8,     6,     4,     5,     3,     5,     3,     7,     0,     6,     2,     7,     4,     3,     6,     2,     4,     2
2719,     9,     8,     4,    10,     7,     6,     9,     3,     6,     1,     3,     5,     7,     2,     3,     2,     0,     6,     5,     2
2720,    10,     8,     5,     8,     7,     7,     9,     6,     4,     0,     1,     7,     2,     2,     2,     8,     0,     2,     4,     1
2721,     3,     4,     1,     9,     0,     6,     9,     7,     2,     7,     7,     5,     9,     4,     5,     6,     7,     5,     4,     4
2722,    10,     9,     8,     6,     5,     5,     9,     4,     7,     2,     1,     6,     1,     5,     0,     5,     0,     3,     4,     1
2723,    10,     9,     6,     9,     8,     5,     7,     6,     6,     1,     2,     6,     3,     2,     0,     7,     1,     5,     4,     1
2724,     9,    10,     7,     8,     6,     8,     7,     4,     7,     1,     2,     2,     1,     1,     2,     6,     3,     6,     7,     0
2725,     1,     0,     1,     8,     2,     8,     7,     4,     1,     7,     9,    10,     5,     4,     8,     3,     7,     4,     5,     4
2726,    10,     9,     7,    10,     5,     8,     7,     6,     8,     5,     1,     3,     2,     2,     2,     7,     2,     3,     6,     3
2727,     3,     4,    10,     4,     0,     5,     5,     5,     8,     1,     0,     6,     6,     3,     2,     9,     8,     6,     0,     2
2728,     6,     6,     8,     3,     0,     6,     5,     4,     9,     3,     0,     5,     4,     4,     4,     4,     6,     7,     0,     3
2729,     8,     9,     5,     7,     8,    10,     9,     6,     8,     2,     2,     7,     4,     2,     2,     8,     3,     2,     5,     0
2730,     6,     6,     9,     6,     0,     6,     6,     7,     8,     4,     0,     6,     2,     1,     2,     4,     9,     3,     1,     2
2731,     9,     9,     7,     8,    10,     3,     8,     2,     5,     3,     1,     7,     3,     2,     1,     6,     3,     6,     5,     1
2732,     4,     3,     1,     9,     3,     7,    10,     6,     2,     8,    10,     3,     4,     1,     5,     3,     7,     4,     6,     7
2733,    10,     9,     6,     9,    10,     5,     7,     6,     7,     3,     1,     5,     3,     1,     2,     6,     1,     2,     4,     2
2734,    10,     7,     6,     7,     8,     7,     7,     4,     2,     2,     3,     4,     2,     3,     2,     6,     1,     6,     5,     5
2735,     1,     2,     1,     9,     2,     6,     8,     7,     1,     9,     8,     3,     9,     2,     5,     7,     8,     5,     4,     6
2736,     1,     1,     1,     7,     4,     6,     7,     7,     1,     7,     8,     7,     7,     2,     5,     5,     9,     7,     6,     4
2737,     8,     8,     8,     9,    10,     7,     7,     7,     3,     2,     2,     5,     6,     4,     2,     6,     0,     3,     4,     2
2738,     3,     3,     7,     7,     3,     6,     5,     6,     5,     7,     1,     5,     7,     3,     2,     5,     7,     4,     5,     1
2739,     0,     0,     2,     9,     1,     5,     9,     3,     1,     9,     8,     5,     9,     1,     5,     7,     6,     5,     6,     6
2740,     8,     2,     7,     8,     6,     7,     5,     8,     4,     9,     1,     3,     6,     5,     1,     5,     9,     6,     2,     1
2741,     5,     7,     8,     3,     0,     7,     4,     4,    10,     2,     3,     5,     4,     4,     3,     2,     6,     5,     0,     2
2742,     5,     2,     5,     5,     8,     8,     6,     3,     5,     9,     2,     3,     8,     8,     6,     5,     8,     3,     5,     1
2743,     4,     2,     2,     4,     4,     6,     7,     6,     1,     8,     9,     3,     7,     4,     7,     5,     9,     2,     2,     4
2744,     0,     2,     1,     8,     3,     8,     8,     8,     1,    10,    10,     3,     7,     1,     7,     5,     7,     4,     7,     6
2745,     4,     2,     8,     2,     4,     7,     8,     6,     4,     9,     1,     5,     4,     5,     6,     3,     9,     4,     6,     4
2746,     6,     7,     9,     9,     0,     7,     3,     4,     5,     6,     1,     7,     1,     0,     4,     7,     8,     6,     0,     4
2747,    10,     8,     8,     8,    10,     9,     7,     5,     3,     2,     2,     5,     4,     1,     2,     7,     1,     2,     4,     1
2748,     4,     2,     5,     9,     4,     6,     5,     7,     8,     8,     1,     5,     4,     4,     2,     5,     9,     2,     7,     2
2749,     2,     6,     9,     6,     0,     8,     1,     7,     9,     4,     1,     6,     2,     1,     1,     5,     9,     4,     1,     1
2750,     7,     9,     6,    10,     7,     8,    10,     6,     6,     0,     2,     7,     5,     2,     3,     3,     0,     4,     3,     3
2751,     5,     3,     6,     7,     6,     6,     9,     5,     5,     7,     1,     7,     3,     3,     1,     5,     4,     9,     7,     3
2752,     4,     3,     5,     7,     3,     5,     7,     7,     3,     8,     7,     7,     8,     2,     5,     5,     6,     4,     6,     5
2753,     3,     5,     6,     8,     4,     6,     5,     5,     4,     8,     3,     4,     3,     4,     1,     8,     8,     2,     3,     4
2754,     2,     0,     1,     9,     3,     6,     9,     4,     1,     6,     9,     5,     8,     2,     6,     6,     7,     3,     4,     6
2755,     2,     4,     9,     3,     1,     7,     4,     7,     8,     3,     0,     5,     2,     1,     2,     3,     7,     4,     1,     5
2756,     3,     1,     3,     8,     2,     6,     9,     6,     1,     7,     7,     4,     7,     3,     7,     4,     7,     7,     5,     5
2757,     9,     9,     5,     7,     7,     5,     8,     6,     2,     2,     4,     4,     4,     2,     3,     6,     1,     5,     3,     1
2758,    10,    10,    10,     9,     8,     5,     9,     5,     7,     3,     3,     8,     3,     4,     1,     5,     2,     6,     3,     2
2759,    10,     8,     8,     8,    10,     8,     9,     6,     7,     3,     1,     6,     3,     4,     4,     3,     1,     6,     3,     1
2760,     7,     6,     3,     8,     2,     9,     5,     4,     6,     8,     4,     6,     3,     4,     3,     6,     8,     8,     4,     1
2761,     9,     9,     8,     7,     7,     8,     9,     7,     7,     1,     2,     4,     5,     3,     4,     6,     1,     4,     4,     3
2762,     5,     2,     7,     5,     6,     8,     7,     7,     5,     7,     1,     7,     4,     5,     5,     4,    10,     6,     6,     0
2763,    10,     9,     8,     9,     9,     8,     7,     5,     7,     1,     3,     6,     3,     2,     5,     1,     0,     6,     4,     1
2764,     2,     1,     2,     8,     3,     7,     7,     8,     2,     7,     8,     7,     8,     2,     7,     6,     8,     7,     5,     7
2765,     6,     5,     7,     6,     3,     8,     6,     6,     6,     8,     3,     4,     2,     4,     1,     6,     7,     6,     2,     2
2766,    10,     8,     9,     9,     9,     5,    10,     3,     6,     4,     1,     5,     5,     4,     3,     4,     2,     4,     6,     2
2767,     1,     1,     2,     9,     4,     5,     6,     8,     1,     9,     7,     7,     7,     4,     6,     2,     7,     2,     4,     5
2768,    10,     8,     9,     9,     7,     7,     8,     4,     5,     1,     1,     7,     4,     5,     1,     7,     0,     2,     7,     1
2769,     3,     4,     8,     8,     4,     7,     5,     4,     4,     9,     2,     6,     3,     5,     1,     7,    10,     6,     4,     4
2770,     9,     5,     9,     9,     8,     8,     9,     5,     4,     3,     0,     5,     4,     5,     2,     4,     2,     9,     6,     3
2771,    10,     7,     7,     9,     6,     6,     8,     6,     7,     3,     2,     5,     3,     2,     2,     7,     2,     5,     7,     3
2772,     5,     4,    10,     8,     0,     7,     4,     7,     8,     3,     0,     4,     2,     3,     4,     4,     5,     4,     1,     1
2773,     5,     4,     7,     3,     3,     5,     7,     4,     6,    10,     1,     7,     4,     4,     3,     4,     8,     6,     8,     1
2774,     0,     3,     2,     8,     3,     6,     9,     5,     1,     8,     9,     7,     4,     1,     4,     5,     6,     4,     5,     4
2775,     8,     4,     6,     7,     7,     7,     4,     4,     6,     7,     1,     8,     5,     4,     4,     5,    10,     6,     6,     2
2776,     2,     7,     8,     6,     0,     8,     2,     6,     9,     1,     2,     6,     3,     1,     2,     2,     9,     3,     0,     2
2777,     4,     4,    10,     5,     0,     5,     4,     3,     8,     1,     1,     6,     2,     2,     1,     6,     9,     5,     0,     1
2778,     6,     3,     9,     7,     5,     6,     4,     5,     7,     7,     1,     5,     4,     6,     2,     7,     9,     4,     8,     3
2779,     2,     6,     7,     8,     0,     7,     5,     4,     7,     1,     1,     4,     5,     1,     3,     7,     8,     2,     2,     5
2780,     4,     3,     0,     7,     4,     8,     9,     1,     2,    10,     8,     8,     5,     1,     5,     2,     6,     5,     3,     5
2781,     7,     7,     9,     5,     1,     7,     5,     5,     9,     4,     2,     6,     4,     2,     3,     5,     8,     6,     0,     3
2782,     1,     4,     2,     6,     1,     8,     9,     5,     1,     9,    10,     6,     8,     1,     7,     4,     7,     6,     3,     5
2783,     4,     3,     5,     3,     5,     5,     7,     3,     4,     8,     0,     8,     3,     8,     5,     6,     9,     8,     6,     4
2784,    10,     7,     9,     9,     9,     6,     8,     5,     5,     5,     1,     6,     3,     3,     2,     4,     0,     2,     5,     1
2785,     3,     3,     8,     8,     5,     4,     8,     4,     5,     9,     4,     5,     6,     7,     2,     6,     9,     4,     9,     2
2786,     6,     2,     6,     8,     3,     8,     5,     5,     5,     8,     0,     6,     6,     6,     4,     8,     7,     4,     4,     4
2787,     7,     5,     7,     4,     0,     5,     4,     5,     8,     1,     2,     5,     3,     3,     5,     4,     8,     6,     1,     5
2788,     3,     7,     9,     9,     0,     8,     3,     3,     8,     4,     0,     7,     2,     4,     5,     6,     9,     2,     3,     3
2789,     9,     8,     7,     8,     7,     6,     8,     3,     5,     2,     0,     7,     5,     3,     2,     5,     1,     7,     6,     2
2790,     3,     9,     9,     6,     0,     4,     8,     3,     9,     2,     2,     6,     4,     1,     3,     6,     8,     3,     0,     2
2791,     4,     2,     4,     7,     2,     7,    10,     6,     2,    10,    10,     6,     9,     0,     7,     5,     8,     0,     5,     6
2792,     5,     5,     8,     6,     1,     7,     5,     4,    10,     1,     0,     4,     1,     1,     1,     4,     6,     4,     2,     3
2793,     5,     0,     6,     8,     5,     5,     7,     5,     4,     8,     1,     6,     5,     6,     1,     3,     9,     7,     5,     1
2794,     6,     7,     7,     9,     0,     6,     6,     5,     8,     1,     1,     4,     6,     0,     7,     4,     9,     4,     0,     3
2795,     2,     2,     1,     9,     2,     5,     8,     6,     0,     6,     7,     3,     8,     1,     6,     5,     9,     5,     3,     7
2796,     9,    10,     6,     8,     8,     5,     7,     5,     6,     3,     1,     5,     6,     3,     2,     6,     0,     8,     6,     2
2797,     9,     8,     9,     6,     8,     7,     9,     2,     4,     2,     0,     4,     3,     1,     3,     8,     1,     3,     5,     3
2798,     4,     5,     7,     8,     5,     7,     9,     3,     4,     8,     1,     6,     5,     5,     1,     7,     8,     4,     7,     3
2799,     2,     1,     4,     8,     1,     6,     9,     5,     2,    10,     9,     4,     4,     3,     5,     4,     8,     4,     4,     6
2800,     6,     5,     8,     6,     4,     6,     6,     4,     5,     8,     0,     9,     5,     7,     1,     6,     9,     7,     5,     0
2801,     9,     9,     9,     8,     7,     8,    10,     7,     6,     4,     2,     3,     3,     3,     2,     3,     2,     5,     4,     2
2802,     9,     8,    10,     6,     9,     8,    10,     2,     3,     1,     2,     6,     5,     2,     2,     5,     0,     4,     4,     1
2803,     8,     4,     8,     6,     0,     6,     7,     3,     8,     1,     0,     8,     4,     2,     0,     8,     5,     5,     1,     2
2804,     1,     2,     0,     8,     3,     5,     8,     7,     2,     9,     7,     6,     7,     1,     7,     6,    10,     7,     7,     8
2805,     3,     7,     7,     9,     1,     8,     3,     2,     8,     3,     0,     4,     2,     3,     3,     7,     8,     7,     0,     0
2806,     6,     5,     9,     7,     0,     8,     2,     4,     8,     1,     0,     6,     3,     2,     5,     6,     9,     3,     2,     2
2807,     4,     7,     9,     6,     1,     6,     6,     5,     8,     2,     0,     6,     3,     2,     5,     4,     9,     5,     0,     0
2808,    10,     6,     7,     7,     8,     7,     7,    10,     6,     2,     1,     5,     6,     3,     4,     5,     3,     5,     2,     4
2809,     3,     1,     8,     8,     2,     7,     8,     6,     6,     9,     2,     4,     4,     5,     3,     4,     5,     7,     5,     2
2810,     4,     1,     1,     7,     4,     8,     8,     6,     3,     7,     7,     6,     7,     2,     6,     6,     7,     1,     3,     6
2811,     2,     4,     1,     8,     3,     5,     7,     5,     1,     9,    10,     5,     7,     4,     6,     5,     8,     7,     7,     8
2812,     4,     2,     0,    10,     1,     4,     7,     5,     2,    10,     8,     3,     5,     2,     4,     7,     8,     4,     5,     7
2813,    10,     6,     8,     9,    10,     6,     6,     4,     5,     4,     2,     3,     5,     6,     2,     6,     2,     5,     6,     2
2814,     4,     6,     9,     5,     0,     8,     6,     5,     8,     2,     0,     8,     2,     1,     4,     7,     8,     4,     1,     2
2815,     3,     2,     2,     6,     2,     8,     7,     5,     0,     9,     8,     5,     5,     6,     6,     3,     8,     6,     6,     5
2816,    10,     7,     7,     9,     8,     6,     9,     4,     4,     3,     2,     3,     6,     0,     1,     5,     0,     4,     4,     2
2817,     3,     5,     6,     7,     4,     6,     8,     4,     4,     7,     4,     6,     3,     3,     2,     5,     6,     6,     4,     4
2818,     7,     9,     7,     7,     8,     7,     5,     8,     5,     5,     0,     5,     4,     3,     3,     3,     1,     4,     4,     3
2819,    10,     7,     8,     9,     8,     5,     7,     6,     2,     1,     4,     4,     8,     3,     4,     3,     1,     7,     5,     4
2820,     2,     1,     4,     7,     2,     5,     9,     4,     1,     9,     7,     6,     6,     2,     7,     5,     7,     5,     2,     5
2821,     0,     2,     2,     7,     4,     4,     9,     6,     0,     8,     7,     1,     7,     4,     5,     7,    10,     5,     5,     5
2822,     7,     5,    10,     6,     0,     8,     2,     4,     9,     2,     1,     8,     4,     3,     3,     6,     7,     7,     1,     3
2823,     3,     2,     7,     7,     5,     6,     5,     5,     5,     8,     2,     3,     2,     7,     4,     3,     9,     3,     7,     2
2824,     2,     1,     2,     8,     3,     9,     7,     6,     0,     7,     7,     7,     8,     4,     5,     2,     8,     4,     6,     9
2825,     3,     7,     9,     9,     1,    10,     7,     5,     3,     7,     0,     9,     4,     5,     2,     7,     9,     4,     4,     0
2826,     7,     6,     9,     7,     0,     6,     5,     3,    10,     1,     0,     5,     3,     3,     2,     8,     9,     9,     1,     3
2827,     4,     3,    10,     6,     0,     6,     7,     6,    10,     2,     2,     5,     0,     2,     3,     6,     6,     3,     2,     2
2828,     2,     2,     4,     9,     3,     7,     8,     4,     1,     9,     9,     5,     9,     5,     4,     7,     8,     4,     8,     7
2829,     5,     5,     7,     6,     1,     5,     4,     4,     9,     1,     1,     3,     2,     4,     3,     8,     7,     3,     1,     3
2830,     3,     2,     5,     9,     4,     8,    10,     3,     0,     9,     8,     6,     7,     2,     5,     6,     8,     2,     4,     4
2831,     3,     0,     3,     7,     2,     8,     7,     7,     1,     7,     7,     7,     6,     1,     4,     7,    10,     3,     6,     4
2832,     9,     9,     6,     4,     7,     6,     7,     7,     7,     0,     3,     3,     5,     3,     4,     7,     0,     4,     2,     1
2833,     1,     2,     2,     8,     0,     5,     7,     8,     3,     9,     8,     6,     8,     4,     7,     6,     9,     5,     4,     7
2834,     3,     5,    10,     6,     0,     7,     3,     6,     8,     3,     1,     8,     5,     3,     5,     6,    10,     3,     2,     3
2835,     9,     8,     8,     7,     7,     4,     7,     6,     6,     0,     2,     4,     4,     3,     0,     6,     1,     4,     3,     1
2836,    10,     7,     5,     8,     6,     7,     7,     7,     8,     2,     4,     5,     6,     1,     1,     4,     1,     5,     3,     3
2837,     5,     6,     9,     7,     0,     8,     6,     7,     8,     2,     1,     7,     3,     2,     1,     3,     7,     7,     0,     3
2838,     3,     3,     5,     8,     7,     9,     6,     6,     6,    10,     3,     4,     5,     7,     1,     7,     8,     4,     6,     1
2839,     6,     6,     9,     5,     0,     9,     6,     8,     7,     3,     1,     5,     4,     4,     3,     2,     6,     4,     0,     4
2840,     3,     2,     3,     8,     6,     8,     9,     4,     2,     9,     7,     3,     8,     4,     9,     4,     9,     6,     4,     6
2841,     8,     8,     7,     9,     9,     7,     7,     3,     4,     1,     3,     7,     3,     1,     2,     6,     0,     4,     7,     1
2842,     4,     6,     5,     7,     5,     8,     7,     7,     6,     8,     3,     4,     3,     5,     3,     5,     8,     3,     5,     3
2843,     2,     1,     0,     8,     1,     6,    10,     3,     1,     7,     8,     5,     4,     4,     5,     4,     7,     4,     5,     5
2844,    10,     9,     6,     9,     8,     4,     8,     4,     2,     0,     1,     7,     2,     1,     3,     4,     1,     4,     8,     3
2845,     5,     1,     9,     6,     6,     5,     7,     3,     7,     9,     2,     2,     3,     4,     3,     5,    10,     5,     7,     2
2846,     7,     8,     8,     4,     0,     7,     5,     3,     9,     4,     2,     7,     3,     4,     6,     5,     8,     4,     0,     2
2847,     5,     5,     7,     7,     5,     9,     8,     4,     4,     8,     3,     4,     3,     7,     1,     2,     8,     4,     7,     2
2848,     2,     2,     1,    10,     1,     5,     8,     5,     3,     6,     8,     3,     6,     2,     5,     3,    10,     6,     7,     7
2849,     3,     4,     1,     8,     2,     7,     9,     8,     2,     9,     8,     4,     7,     1,     9,     6,     8,     7,     5,     3
2850,     6,     6,     9,     5,     0,     6,     5,     7,     7,     3,     3,     6,     3,     3,     2,     7,     5,     3,     2,     3
2851,     6,     7,     9,     6,     0,     8,     5,     4,     9,     1,     1,     5,     5,     3,     5,     3,     5,     4,     2,     1
2852,     1,     4,     0,     8,     1,     6,     9,     4,     1,     8,    10,     5,     9,     4,     7,     4,    10,     3,     2,     7
2853,     9,     8,     5,    10,     7,     5,     6,     4,     4,     0,     5,     7,     2,     3,     0,     5,     2,     4,     4,     2
2854,     3,     4,     7,     7,     2,     6,     5,     5,     8,     5,     1,     6,     6,     5,     5,     3,     8,    10,     5,     1
2855,     5,     4,     5,     5,     4,     9,     7,     4,     7,     7,     3,     3,     2,     8,     2,     5,     8,     5,     4,     2
2856,     1,     0,     3,     9,     2,     5,     7,     8,     0,     7,    10,     3,     8,     3,     4,     2,     8,     4,     8,     6
2857,     0,     1,     2,     9,     0,     6,     7,     4,     1,     8,     7,     3,     9,     4,     5,     6,     7,     4,     2,     5
2858,     4,     5,     6,     5,     4,     8,     4,     4,     4,    10,     1,     6,     2,     5,     4,     8,     8,     4,     4,     2
2859,     2,     3,     1,     9,     2,     2,     8,     6,     1,     7,     8,     1,     8,     4,     6,     5,     8,     5,     6,     4
2860,     3,     0,     2,     8,     0,     6,     9,     5,     0,     8,     8,     6,     8,     4,     7,     8,     7,     4,     6,     3
2861,    10,     6,     7,     7,     9,     8,     6,     6,     7,     2,     2,     5,     6,     1,     0,     3,     1,     3,     4,     2
2862,     6,    10,     9,     5,     0,     8,     5,     1,     8,     0,     0,     4,     1,     3,     5,     3,     9,     5,     1,     1
2863,     2,     2,     2,     6,     3,     5,     8,     4,     0,     8,     9,     6,     5,     1,     4,     4,     7,     6,     5,     8
2864,     6,     3,     7,     8,     6,     5,     6,     6,     5,     8,     0,     3,     2,     4,     4,     4,     5,     3,     5,     3
2865,     8,     7,     8,     6,     0,     8,     3,     5,     9,     2,     0,     4,     4,     2,     3,     3,     7,     5,     2,     4
2866,     6,     6,     9,     6,     0,     7,     4,     2,     8,     4,     0,     5,     4,     1,     4,     2,     9,     3,     0,     2
2867,     4,     7,     9,     7,     1,    10,     6,     5,     9,     2,     1,     7,     2,     2,     4,     5,     4,     5,     3,     3
2868,     6,     4,     6,     7,     3,     7,     8,     6,     6,     8,     1,     5,     3,     7,     1,     2,     4,     4,     4,     2
2869,     2,     5,     7,     7,     3,     6,     8,     4,     6,     8,     0,     4,     4,     3,     3,     5,    10,     4,     5,     1
2870,     6,     4,     6,     6,     4,     8,     7,     5,     6,     9,     1,     4,     6,     6,     2,     6,     5,     5,     4,     3
2871,     5,     3,     4,     4,     4,     8,     8,     4,     5,     7,     5,     4,     5,     8,     3,     5,     6,     7,     6,     2
2872,     0,     3,     2,     6,     5,     6,     7,     6,     1,     7,     9,     4,     7,     1,     5,     3,    10,     4,     4,     8
2873,     4,     5,     9,     8,     0,     6,     4,     4,     8,     2,     1,     7,     2,     2,     3,     5,     6,     7,     1,     3
2874,     3,     2,     1,     8,     4,     7,     6,     4,     2,     7,     8,     4,     7,     3,     7,     7,     9,     6,     5,     5
2875,     0,     0,     1,     7,     3,     4,     6,     4,     1,     9,     8,     5,     4,     2,     4,     7,    10,     6,     5,     6
2876,     8,     4,     8,     7,     4,     9,     6,     4,     4,     8,     3,     5,     3,     7,     6,     8,     8,     3,     4,     2
2877,     4,     3,     2,     8,     4,     5,     8,     8,     1,     8,     7,     7,     8,     1,     6,     7,     8,     5,     1,     4
2878,    10,     9,    10,     8,     8,     8,     9,     5,     5,     2,     0,     6,     3,     1,     0,     6,     1,     5,     3,     1
2879,     3,     3,     2,     8,     3,     4,     8,     6,     3,     8,     9,     5,     6,     3,     4,     6,     8,     6,     6,     7
2880,     1,     5,     9,     6,     0,     6,     7,     2,     8,     1,     1,     7,     2,     0,     4,     4,     6,     6,     0,     5
2881,     2,     0,     2,     8,     0,     5,    10,     6,     4,    10,     8,     8,     8,     4,     6,     5,     8,     5,     4,     6
2882,     1,     2,     2,     8,     3,     7,     7,     6,     1,     6,     7,     7,     7,     3,     7,     6,     8,     7,     4,     2
2883,     5,     6,    10,     6,     0,     7,     4,     4,     7,     3,     2,     5,     3,     5,     1,     4,     6,     5,     0,     1
2884,    10,     8,     9,     6,    10,     7,     8,     3,     9,     4,     0,     4,     3,     2,     1,     6,     0,     3,     7,     4
2885,     7,     5,     8,     9,     0,     6,     5,     7,     8,     3,     0,     9,     1,     3,     5,     6,     9,     6,     0,     2
2886,     6,     2,     6,     7,     4,     9,     9,     6,     4,     8,     2,     5,     3,     5,     4,     5,     7,     5,     4,     2
2887,     2,     0,     3,    10,     2,     6,     6,     5,     2,     7,     7,     6,     9,     3,     5,     5,     9,     4,     2,     6
2888,     6,     2,     6,     6,     5,     6,     5,     7,     5,     9,     2,     5,     3,     5,     4,     4,     7,     4,     4,     3
